city,date,fare,ride_id
Kelseyland,2016/05/04 15:06:00,30.54,2140000000000 
West Oscar,2016/07/20 23:09:00,13.62,3420000000000 
Rodriguezburgh,2016/06/11 21:01:00,27.66,6960000000000 
Lake Jeffreyland,2016/04/10 15:48:00,38.54,7590000000000 
Lake Jennaton,2016/05/21 13:23:00,35.1,2650000000000 
Jacobfort,2016/03/13 23:58:00,13.72,3110000000000 
Swansonbury,2016/10/20 08:38:00,9.85,956000000000 
Fosterside,2016/01/19 01:06:00,10.11,7230000000000 
Kelseyland,2016/01/25 20:44:00,12.08,1900000000000 
Stewartview,2016/10/27 13:17:00,37.12,3870000000000 
Russellport,2016/08/05 05:51:00,43.57,1410000000000 
Williamshire,2016/01/30 07:31:00,34.93,6850000000000 
Pearsonberg,2016/02/08 03:40:00,23.2,2170000000000 
West Dawnfurt,2016/09/18 18:24:00,19.67,2850000000000 
Pearsonberg,2016/09/16 03:21:00,40.56,2940000000000 
Travisville,2016/08/05 08:01:00,17.8,6640000000000 
Spencertown,2016/10/01 19:56:00,11.43,6590000000000 
Edwardsbury,2016/08/25 21:23:00,15.4,4380000000000 
New David,2016/03/29 09:41:00,24.47,8590000000000 
Spencertown,2016/05/10 04:55:00,5.13,3220000000000 
West Sydneyhaven,2016/08/06 19:00:00,16.35,2840000000000 
Eriktown,2016/01/18 17:58:00,23.56,7950000000000 
West Brandy,2016/06/16 10:11:00,13.25,1350000000000 
East Erin,2016/10/06 18:54:00,36.97,9200000000000 
New Andreamouth,2016/08/23 23:45:00,23.05,4340000000000 
Carrollfort,2016/03/07 22:54:00,16.4,2230000000000 
Jacobfort,2016/07/19 12:38:00,43.64,9410000000000 
Lake Jeffreyland,2016/05/29 13:39:00,16,9150000000000 
West Dawnfurt,2016/01/03 11:35:00,6.69,7460000000000 
Alyssaberg,2016/05/09 01:35:00,17.56,2800000000000 
Eriktown,2016/02/27 23:17:00,20.3,154000000000 
West Jefferyfurt,2016/11/22 21:50:00,11.74,3340000000000 
South Louis,2016/04/20 15:42:00,27.26,7920000000000 
East Douglas,2016/10/19 20:25:00,28.18,6200000000000 
West Brittanyton,2016/05/22 05:49:00,25.1,9600000000000 
Smithhaven,2016/03/27 09:25:00,21.18,106000000000 
Port Josephfurt,2016/10/26 09:01:00,9.48,8360000000000 
Edwardsbury,2016/07/15 15:36:00,12.65,3070000000000 
Prattfurt,2016/07/14 14:58:00,7.22,3430000000000 
Port Johnstad,2016/05/26 05:12:00,40.24,2900000000000 
South Bryanstad,2016/07/27 16:58:00,38.3,258000000000 
Arnoldview,2016/07/12 04:33:00,30.88,565000000000 
New Andreamouth,2016/01/02 02:30:00,18.51,4480000000000 
Arnoldview,2016/01/12 01:10:00,35.07,9030000000000 
West Dawnfurt,2016/09/25 16:35:00,22.28,9240000000000 
Prattfurt,2016/07/05 13:53:00,35.82,5590000000000 
Smithhaven,2016/09/26 10:18:00,33.45,8540000000000 
Lisaville,2016/03/12 13:26:00,10.61,6540000000000 
Eriktown,2016/03/08 05:38:00,16.34,4820000000000 
New Andreamouth,2016/11/28 01:14:00,33.11,232000000000 
West Alexis,2016/09/03 02:23:00,22.86,8390000000000 
Maryside,2016/07/20 01:03:00,14.07,987000000000 
West Alexis,2016/06/28 16:34:00,12.92,5990000000000 
Sarabury,2016/07/25 10:44:00,17.73,4470000000000 
Vickimouth,2016/05/05 21:32:00,4.54,2440000000000 
Alyssaberg,2016/02/07 05:19:00,23.44,2980000000000 
Smithhaven,2016/03/31 01:06:00,32.58,7970000000000 
New Christine,2016/02/22 12:18:00,25.21,9930000000000 
West Oscar,2016/09/22 23:20:00,23.34,9220000000000 
Alyssaberg,2016/07/20 22:47:00,8.73,2800000000000 
Davistown,2016/04/10 11:11:00,4.36,74296958741 
Prattfurt,2016/11/18 17:37:00,5.1,9080000000000 
New Jeffrey,2016/03/20 00:51:00,38.49,1580000000000 
New David,2016/10/20 18:30:00,5.48,5200000000000 
South Bryanstad,2016/05/16 15:36:00,9.15,5130000000000 
South Roy,2016/04/14 03:24:00,9.77,664000000000 
Jacobfort,2016/07/20 15:44:00,21.57,8210000000000 
Stewartview,2016/01/30 04:01:00,6.28,1190000000000 
New Jeffrey,2016/05/17 08:07:00,21.4,644000000000 
Davidtown,2016/10/13 23:41:00,10.56,2830000000000 
Arnoldview,2016/11/18 12:47:00,4.92,8530000000000 
Swansonbury,2016/10/14 12:46:00,30.17,8690000000000 
New David,2016/09/11 15:12:00,22.16,2630000000000 
Port Samantha,2016/03/03 08:04:00,11.95,9680000000000 
Port Johnstad,2016/09/29 11:48:00,35.67,9850000000000 
Nguyenbury,2016/05/12 15:57:00,41.63,225000000000 
Sarabury,2016/06/22 16:24:00,23.94,6150000000000 
Torresshire,2016/11/27 18:13:00,16.04,7450000000000 
Lake Jeffreyland,2016/02/29 19:08:00,41.18,593000000000 
Stewartview,2016/02/03 07:47:00,14.78,8860000000000 
Russellport,2016/09/18 11:54:00,23.41,3920000000000 
Smithhaven,2016/04/16 11:09:00,7.43,5770000000000 
Lake Sarashire,2016/08/25 04:25:00,4.27,6740000000000 
Wiseborough,2016/02/23 02:21:00,4.06,5770000000000 
Lake Sarashire,2016/07/28 11:27:00,40.77,489000000000 
New Jeffrey,2016/07/01 22:39:00,34.02,3640000000000 
Lisaville,2016/03/14 19:58:00,36.95,6370000000000 
Alvarezhaven,2016/08/18 07:12:00,20.74,357000000000 
Carrollfort,2016/10/09 08:58:00,4.56,954000000000 
Carrollfort,2016/08/24 05:23:00,44.26,2310000000000 
Kelseyland,2016/08/09 18:19:00,17.91,8780000000000 
Swansonbury,2016/04/03 23:58:00,36.5,3850000000000 
New Maryport,2016/03/16 05:00:00,38.55,1520000000000 
Port Johnstad,2016/10/14 10:57:00,19.6,2810000000000 
Zimmermanmouth,2016/09/19 02:40:00,16.21,4970000000000 
East Douglas,2016/09/19 09:23:00,34.17,8610000000000 
Kelseyland,2016/10/24 15:15:00,33.56,4800000000000 
Travisville,2016/03/29 11:14:00,12.26,2810000000000 
Mooreview,2016/08/28 08:58:00,16.54,4560000000000 
Alyssaberg,2016/11/25 17:30:00,25.27,2040000000000 
Williamshire,2016/10/01 15:14:00,10.67,9930000000000 
East Erin,2016/02/15 16:23:00,40.94,8040000000000 
Sarabury,2016/01/27 17:46:00,16.39,8220000000000 
Williamshire,2016/01/12 04:22:00,35.94,7080000000000 
Antoniomouth,2016/03/05 02:55:00,19.91,645000000000 
West Sydneyhaven,2016/04/08 01:17:00,20.06,4860000000000 
Sandymouth,2016/03/07 23:43:00,5.72,7960000000000 
Torresshire,2016/11/16 09:35:00,17.84,9440000000000 
Kelseyland,2016/06/06 13:54:00,20.81,9810000000000 
Stewartview,2016/02/11 13:11:00,35.86,7770000000000 
Pamelahaven,2016/09/29 11:08:00,12.82,2550000000000 
West Brandy,2016/02/03 20:21:00,35.59,6780000000000 
West Jefferyfurt,2016/02/09 05:04:00,22.54,863000000000 
East Erin,2016/06/03 19:16:00,7.84,7260000000000 
Spencertown,2016/05/24 21:33:00,31.76,8580000000000 
Alyssaberg,2016/09/09 14:29:00,25.85,1040000000000 
Lake Jeffreyland,2016/05/24 07:38:00,10.99,9240000000000 
South Roy,2016/07/06 07:37:00,21.04,900000000000 
East Erin,2016/07/01 20:56:00,19.79,6310000000000 
Lisatown,2016/11/29 05:03:00,25.37,8790000000000 
East Douglas,2016/02/10 03:30:00,33.08,3360000000000 
Jacobfort,2016/05/27 12:40:00,38.52,3060000000000 
South Bryanstad,2016/11/30 08:27:00,19.24,9280000000000 
Mooreview,2016/11/29 05:43:00,32.91,2690000000000 
Lake Stevenbury,2016/01/11 19:57:00,41.05,5280000000000 
Vickimouth,2016/12/02 05:12:00,36.72,2880000000000 
East Douglas,2016/08/21 22:32:00,7.9,4790000000000 
South Louis,2016/08/05 11:29:00,28.07,1490000000000 
Torresshire,2016/06/05 15:15:00,29.85,1540000000000 
Spencertown,2016/02/12 21:25:00,30.82,8230000000000 
West Dawnfurt,2016/05/21 23:19:00,14.49,6410000000000 
Rodriguezburgh,2016/04/24 03:23:00,18.91,9060000000000 
New Jeffrey,2016/09/28 06:19:00,18.42,2260000000000 
Kellershire,2016/11/08 04:54:00,6.21,9860000000000 
Spencertown,2016/02/07 12:18:00,44.67,6140000000000 
West Oscar,2016/05/27 00:31:00,11.18,2380000000000 
West Oscar,2016/01/18 23:15:00,23.67,9040000000000 
Kellershire,2016/11/09 16:14:00,11.52,6540000000000 
Jacobfort,2016/11/15 14:39:00,10.12,2620000000000 
Arnoldview,2016/06/30 21:18:00,36.65,1730000000000 
West Alexis,2016/03/01 05:36:00,25.93,984000000000 
South Josephville,2016/10/06 03:53:00,28.19,2600000000000 
New Christine,2016/05/29 15:42:00,14.9,3590000000000 
South Louis,2016/09/11 16:28:00,22.08,7450000000000 
Williamshire,2016/07/05 10:54:00,28.32,5680000000000 
East Douglas,2016/11/14 13:10:00,22.83,4920000000000 
Yolandafurt,2016/02/28 11:02:00,36,6310000000000 
Lake Sarashire,2016/03/17 11:47:00,16.67,1790000000000 
Torresshire,2016/10/02 01:20:00,5.45,7860000000000 
New Maryport,2016/02/07 16:58:00,21.94,1130000000000 
West Oscar,2016/08/19 15:24:00,26.3,1570000000000 
Kimberlychester,2016/08/17 13:49:00,39.29,7660000000000 
Williamshire,2016/01/19 13:24:00,28.73,3630000000000 
Kimberlychester,2016/01/13 01:17:00,41.06,3470000000000 
Prattfurt,2016/01/22 08:38:00,12.49,8750000000000 
Zimmermanmouth,2016/07/23 19:20:00,28.89,1530000000000 
Zimmermanmouth,2016/05/04 18:32:00,20.96,6490000000000 
Lake Jeffreyland,2016/08/03 19:10:00,37.24,7170000000000 
New Andreamouth,2016/01/10 16:33:00,41.15,8730000000000 
Lake Jennaton,2016/12/02 20:30:00,7.37,4330000000000 
Antoniomouth,2016/08/27 06:53:00,33.31,6660000000000 
New David,2016/10/15 12:01:00,25.55,5570000000000 
Antoniomouth,2016/08/19 14:45:00,20.67,5230000000000 
Smithhaven,2016/06/23 08:23:00,15.18,8200000000000 
Edwardsbury,2016/08/03 22:39:00,19.85,3680000000000 
Jacobfort,2016/08/08 12:21:00,16.87,2840000000000 
Williamshire,2016/10/12 20:05:00,43.59,5750000000000 
Torresshire,2016/01/21 06:22:00,13.88,3850000000000 
Maryside,2016/01/22 17:16:00,17,3250000000000 
West Oscar,2016/08/16 03:32:00,9.08,3870000000000 
South Josephville,2016/03/11 23:05:00,29.12,7480000000000 
Lake Stevenbury,2016/05/01 21:55:00,15.75,7030000000000 
Jacobfort,2016/07/19 22:19:00,20.36,3070000000000 
Port Samantha,2016/10/05 02:16:00,6.99,3730000000000 
South Louis,2016/10/11 00:43:00,4.54,3590000000000 
Port Samantha,2016/03/07 07:34:00,39.5,3550000000000 
South Josephville,2016/03/24 18:38:00,13.73,1490000000000 
Alvarezhaven,2016/04/04 23:45:00,14.25,6430000000000 
West Peter,2016/04/12 16:00:00,7.51,7110000000000 
Kimberlychester,2016/10/22 02:54:00,19.07,6700000000000 
Lake Jeffreyland,2016/05/15 14:22:00,17.85,8500000000000 
West Brittanyton,2016/01/16 22:15:00,37.64,8410000000000 
West Oscar,2016/05/27 18:18:00,11.4,5320000000000 
Lisatown,2016/07/10 03:14:00,40.36,1800000000000 
South Josephville,2016/08/28 04:52:00,38.51,4250000000000 
Kelseyland,2016/08/10 07:02:00,44.53,1560000000000 
Arnoldview,2016/09/18 10:09:00,37.37,2400000000000 
Stewartview,2016/01/01 09:25:00,6.83,7890000000000 
Sarabury,2016/04/26 11:31:00,21.8,5970000000000 
Spencertown,2016/03/28 06:14:00,42.67,1240000000000 
Yolandafurt,2016/11/20 11:01:00,24.95,3740000000000 
Eriktown,2016/06/24 06:41:00,40.41,24231019266 
Torresshire,2016/09/20 12:58:00,8.31,3850000000000 
South Roy,2016/01/29 17:29:00,18.61,5080000000000 
Rodriguezburgh,2016/02/28 23:49:00,9.86,1780000000000 
Aprilchester,2016/02/20 19:30:00,27.84,3700000000000 
Alvarezhaven,2016/10/31 05:33:00,20.23,4350000000000 
Pamelahaven,2016/09/21 03:18:00,13.95,8120000000000 
Fosterside,2016/11/07 00:00:00,17.92,7420000000000 
East Douglas,2016/09/29 14:23:00,21.49,9990000000000 
Mooreview,2016/08/29 03:50:00,16.43,2390000000000 
Carrollfort,2016/01/24 13:10:00,7.15,4140000000000 
South Louis,2016/10/29 18:46:00,30.73,3070000000000 
New Jeffrey,2016/06/06 14:29:00,34.35,722000000000 
Swansonbury,2016/10/20 02:30:00,11.29,5300000000000 
Mooreview,2016/05/06 02:19:00,38.1,9850000000000 
Lake Jennaton,2016/10/17 09:44:00,16.98,8340000000000 
Davidtown,2016/07/03 17:33:00,17.6,9780000000000 
East Erin,2016/08/07 06:28:00,12.56,3380000000000 
Rodriguezburgh,2016/05/30 18:12:00,14.51,8430000000000 
Mooreview,2016/06/19 07:05:00,39.02,4560000000000 
Spencertown,2016/07/23 00:02:00,7.74,8390000000000 
Williamshire,2016/04/21 20:53:00,12.62,8430000000000 
New Aaron,2016/08/12 22:11:00,12.53,7860000000000 
Vickimouth,2016/04/27 09:28:00,31.47,172000000000 
Arnoldview,2016/05/17 16:41:00,17.7,5260000000000 
Kimberlychester,2016/03/19 22:17:00,10.33,3840000000000 
Lisatown,2016/11/13 09:11:00,16.36,5300000000000 
South Roy,2016/06/03 17:48:00,43.5,5320000000000 
Davistown,2016/02/09 06:40:00,29.58,6520000000000 
Torresshire,2016/06/07 11:48:00,23.86,3000000000000 
Antoniomouth,2016/05/02 17:52:00,8.43,4180000000000 
Lisatown,2016/01/07 09:55:00,18.64,5460000000000 
Lisatown,2016/05/19 12:41:00,20.22,4070000000000 
Port Johnstad,2016/11/06 21:03:00,10.58,8040000000000 
Davidtown,2016/10/18 12:27:00,14.48,8270000000000 
Travisville,2016/10/28 09:02:00,35.69,6800000000000 
Sandymouth,2016/04/10 14:31:00,5.42,4360000000000 
Swansonbury,2016/09/24 08:14:00,13.77,3910000000000 
West Brandy,2016/06/22 20:17:00,26.96,9890000000000 
West Brandy,2016/10/19 14:01:00,27.77,9200000000000 
Alyssaberg,2016/05/27 05:36:00,21.59,6750000000000 
West Oscar,2016/06/28 02:11:00,25.68,616000000000 
Edwardsbury,2016/06/08 09:17:00,39.28,4320000000000 
Swansonbury,2016/03/12 15:20:00,38.41,2210000000000 
Alyssaberg,2016/07/07 01:18:00,7.18,622000000000 
Kelseyland,2016/07/05 17:37:00,29.02,6900000000000 
Smithhaven,2016/05/16 10:13:00,5.39,9850000000000 
Arnoldview,2016/04/08 04:59:00,6.7,2430000000000 
Jacobfort,2016/10/20 15:51:00,21.31,117000000000 
Lisatown,2016/04/16 11:51:00,44.98,410000000000 
New Christine,2016/06/30 04:33:00,17.33,726000000000 
Sandymouth,2016/08/21 01:56:00,35.97,1980000000000 
Sandymouth,2016/06/27 13:58:00,38.59,1270000000000 
Sandymouth,2016/07/01 00:43:00,37.75,8240000000000 
South Roy,2016/08/23 08:57:00,6.73,183000000000 
Zimmermanmouth,2016/02/11 19:07:00,14.5,7550000000000 
Swansonbury,2016/07/25 14:20:00,29.38,6200000000000 
Arnoldview,2016/03/23 06:59:00,21.61,590000000000 
Kimberlychester,2016/07/21 14:54:00,23.55,9280000000000 
South Bryanstad,2016/10/18 09:58:00,22.27,7390000000000 
Edwardsbury,2016/07/05 10:59:00,42.67,6070000000000 
East Erin,2016/09/25 07:45:00,27.75,9260000000000 
Davistown,2016/01/26 20:57:00,18.24,4210000000000 
Lisaville,2016/07/01 03:28:00,29.41,6430000000000 
Sandymouth,2016/05/03 00:51:00,30.58,5310000000000 
Lake Jennaton,2016/04/17 02:48:00,30.98,4130000000000 
Smithhaven,2016/09/22 00:49:00,22.51,1160000000000 
West Brandy,2016/06/02 16:31:00,6.82,6190000000000 
Carrollfort,2016/04/10 07:24:00,18.01,2940000000000 
South Louis,2016/02/25 14:35:00,39.4,8090000000000 
Maryside,2016/09/13 14:45:00,37.61,1480000000000 
Davistown,2016/07/23 22:14:00,24.76,6220000000000 
Kimberlychester,2016/10/24 16:48:00,4.49,3690000000000 
Stewartview,2016/02/28 04:05:00,13.46,4420000000000 
West Brittanyton,2016/05/06 20:52:00,30.02,346000000000 
Lake Stevenbury,2016/01/05 10:15:00,8.47,1250000000000 
New David,2016/02/28 01:45:00,31.83,9640000000000 
Williamshire,2016/02/14 09:59:00,12.44,5620000000000 
West Brittanyton,2016/11/10 07:06:00,4.13,8150000000000 
Zimmermanmouth,2016/05/25 14:46:00,41.96,5200000000000 
Antoniomouth,2016/10/22 01:49:00,6.05,1700000000000 
Travisville,2016/06/17 09:02:00,19.79,602000000000 
West Dawnfurt,2016/10/18 02:10:00,43.77,1010000000000 
Kelseyland,2016/04/25 02:18:00,20.05,1150000000000 
Russellport,2016/07/11 08:01:00,37.34,9630000000000 
Sandymouth,2016/11/24 10:24:00,41.22,2820000000000 
West Jefferyfurt,2016/01/24 02:50:00,33.17,7510000000000 
West Brandy,2016/07/05 04:36:00,13.56,7150000000000 
Prattfurt,2016/01/21 22:17:00,35.32,2850000000000 
Lisaville,2016/03/15 02:55:00,18.78,7910000000000 
West Dawnfurt,2016/10/15 06:23:00,8.69,3820000000000 
Aprilchester,2016/10/04 14:22:00,19.92,6790000000000 
Jacobfort,2016/09/18 04:50:00,9.6,7250000000000 
Prattfurt,2016/02/01 18:49:00,34.91,1850000000000 
West Peter,2016/07/12 03:26:00,19.03,6600000000000 
East Erin,2016/01/16 18:15:00,11.35,1250000000000 
Travisville,2016/05/28 00:34:00,36.69,895000000000 
Jacobfort,2016/10/09 19:57:00,31.35,8010000000000 
Lake Sarashire,2016/04/26 18:05:00,9.02,7690000000000 
